,fighter,knockdowns,significant_strikes_landed,significant_strikes_attempted,significant_strikes_rate,total_strikes_landed,total_strikes_attempted,takedown_successful,takedown_attempted,takedown_rate,submission_attempt,reversals,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted,round,result,last_round,scheduled_rounds,winner,weight_class,fight_date,id
126,Niko Price,0,55,115,0.47,63,123,0,0,0,0,0,40,96,11,13,4,6,38,93,17,22,0,0,round 1,Decision - Majority,3,3 Rnd (5-5-5),D,Welterweight Bout,2020-09-19,5704
127,Donald Cerrone,0,38,89,0.42,38,89,0,1,0,0,0,22,69,15,19,1,1,38,89,0,0,0,0,round 2,Decision - Majority,3,3 Rnd (5-5-5),D,Welterweight Bout,2020-09-19,5704
128,Niko Price,0,57,112,0.5,57,112,0,0,0,0,0,21,68,17,23,19,21,56,111,1,1,0,0,round 2,Decision - Majority,3,3 Rnd (5-5-5),D,Welterweight Bout,2020-09-19,5704
129,Donald Cerrone,0,38,75,0.5,38,75,0,2,0,0,0,27,63,10,11,1,1,36,73,1,1,1,1,round 3,Decision - Majority,3,3 Rnd (5-5-5),D,Welterweight Bout,2020-09-19,5704
130,Niko Price,0,38,85,0.44,47,95,0,1,0,0,0,19,61,2,6,17,18,35,80,0,1,3,4,round 3,Decision - Majority,3,3 Rnd (5-5-5),D,Welterweight Bout,2020-09-19,5704
131,Khamzat Chimaev,1,4,6,0.66,4,6,0,0,0,0,0,3,5,1,1,0,0,2,3,0,0,2,3,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Middleweight Bout,2020-09-19,5705
132,Gerald Meerschaert,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Middleweight Bout,2020-09-19,5705
133,Johnny Walker,0,26,30,0.86,30,34,0,0,0,0,1,24,27,1,2,1,1,4,5,0,0,22,25,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Light Heavyweight Bout,2020-09-19,5706
134,Ryan Spann,2,7,13,0.53,10,16,2,2,1,0,0,7,13,0,0,0,0,3,7,0,0,4,6,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Light Heavyweight Bout,2020-09-19,5706
135,Mackenzie Dern,0,9,13,0.69,11,17,0,0,0,5,1,6,10,2,2,1,1,2,6,0,0,7,7,round 1,Submission,1,3 Rnd (5-5-5),W,Women's Strawweight Bout,2020-09-19,5707
136,Randa Markos,0,3,5,0.6,7,10,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Women's Strawweight Bout,2020-09-19,5707
137,Kevin Holland,0,33,56,0.58,68,92,0,1,0,0,0,26,45,4,5,3,6,28,50,5,6,0,0,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Middleweight Bout,2020-09-19,5708
138,Darren Stewart,0,17,35,0.48,35,53,0,2,0,0,0,9,26,3,4,5,5,13,29,4,6,0,0,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Middleweight Bout,2020-09-19,5708
139,Kevin Holland,0,31,57,0.54,49,78,0,1,0,0,0,19,41,5,8,7,8,26,49,4,6,1,2,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Middleweight Bout,2020-09-19,5708
140,Darren Stewart,0,28,40,0.7,30,43,1,2,0.5,0,0,8,17,2,2,18,21,17,29,0,0,11,11,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Middleweight Bout,2020-09-19,5708
141,Kevin Holland,0,10,16,0.62,46,53,0,1,0,0,0,9,15,0,0,1,1,8,13,2,3,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Middleweight Bout,2020-09-19,5708
142,Darren Stewart,0,12,35,0.34,32,63,2,4,0.5,0,0,9,31,1,1,2,3,3,11,2,2,7,22,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Middleweight Bout,2020-09-19,5708
143,Jordan Espinosa,0,15,48,0.31,15,48,0,0,0,0,0,5,35,3,5,7,8,15,48,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Flyweight Bout,2020-09-19,5709
144,David Dvorak,0,18,41,0.43,18,41,0,0,0,0,0,8,23,2,7,8,11,18,41,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Flyweight Bout,2020-09-19,5709
145,Jordan Espinosa,0,15,52,0.28,15,52,0,1,0,0,0,7,43,4,5,4,4,14,50,1,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Flyweight Bout,2020-09-19,5709
146,David Dvorak,0,19,54,0.35,19,54,0,0,0,0,0,9,38,2,5,8,11,17,51,2,3,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Flyweight Bout,2020-09-19,5709
147,Jordan Espinosa,0,20,62,0.32,20,62,0,0,0,0,0,4,41,7,10,9,11,18,58,2,4,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Flyweight Bout,2020-09-19,5709
148,David Dvorak,0,31,51,0.6,32,52,0,1,0,0,0,13,29,4,7,14,15,26,43,5,8,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Flyweight Bout,2020-09-19,5709
149,Mirsad Bektic,0,11,16,0.68,38,55,4,5,0.8,0,0,8,13,1,1,2,2,2,6,0,0,9,10,round 1,Submission,3,3 Rnd (5-5-5),L,Featherweight Bout,2020-09-19,5710
150,Damon Jackson,0,1,3,0.33,1,3,0,0,0,3,0,1,2,0,1,0,0,1,2,0,0,0,1,round 1,Submission,3,3 Rnd (5-5-5),W,Featherweight Bout,2020-09-19,5710
151,Mirsad Bektic,0,2,5,0.4,35,44,2,3,0.66,0,0,1,3,0,1,1,1,2,4,0,1,0,0,round 2,Submission,3,3 Rnd (5-5-5),L,Featherweight Bout,2020-09-19,5710
152,Damon Jackson,0,7,11,0.63,9,13,0,0,0,2,0,7,11,0,0,0,0,0,1,0,0,7,10,round 2,Submission,3,3 Rnd (5-5-5),W,Featherweight Bout,2020-09-19,5710
153,Mirsad Bektic,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,round 3,Submission,3,3 Rnd (5-5-5),L,Featherweight Bout,2020-09-19,5710
154,Damon Jackson,0,4,12,0.33,10,18,0,0,0,2,1,2,10,2,2,0,0,1,9,3,3,0,0,round 3,Submission,3,3 Rnd (5-5-5),W,Featherweight Bout,2020-09-19,5710
155,Mayra Bueno Silva,0,2,7,0.28,3,8,0,0,0,1,0,1,5,0,1,1,1,2,7,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),W,Women's Flyweight Bout,2020-09-19,5711
156,Mara Romero Borella,0,6,9,0.66,15,21,1,2,0.5,0,0,5,7,0,1,1,1,4,7,0,0,2,2,round 1,Submission,1,3 Rnd (5-5-5),L,Women's Flyweight Bout,2020-09-19,5711
157,Jessica-Rose Clark,0,16,22,0.72,27,35,1,1,1,0,0,15,21,1,1,0,0,6,12,5,5,5,5,round 1,KO/TKO,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2020-09-19,5712
158,Sarah Alpar,0,7,13,0.53,15,21,1,3,0.33,0,0,2,6,0,1,5,6,7,13,0,0,0,0,round 1,KO/TKO,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2020-09-19,5712
159,Jessica-Rose Clark,0,32,45,0.71,53,76,0,0,0,0,0,26,38,5,6,1,1,4,9,13,15,15,21,round 2,KO/TKO,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2020-09-19,5712
160,Sarah Alpar,0,4,10,0.4,10,16,1,5,0.2,0,0,1,5,2,2,1,3,4,10,0,0,0,0,round 2,KO/TKO,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2020-09-19,5712
161,Jessica-Rose Clark,0,28,39,0.71,44,64,0,0,0,0,0,25,36,3,3,0,0,5,9,7,9,16,21,round 3,KO/TKO,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2020-09-19,5712
162,Sarah Alpar,0,1,7,0.14,1,7,0,3,0,0,0,0,4,1,3,0,0,1,7,0,0,0,0,round 3,KO/TKO,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2020-09-19,5712
163,Darrick Minner,0,15,17,0.88,18,20,0,0,0,1,0,1,3,13,13,1,1,2,4,13,13,0,0,round 1,Submission,1,3 Rnd (5-5-5),W,Featherweight Bout,2020-09-19,5713
164,TJ Laramie,0,0,4,0,0,4,0,1,0,0,0,0,3,0,1,0,0,0,3,0,1,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Featherweight Bout,2020-09-19,5713
165,Journey Newson,0,1,5,0.2,1,5,0,0,0,0,0,1,4,0,1,0,0,1,5,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Bantamweight Bout,2020-09-19,5714
166,Randy Costa,1,4,6,0.66,4,6,0,0,0,0,0,4,6,0,0,0,0,2,4,0,0,2,2,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Bantamweight Bout,2020-09-19,5714
167,Andre Ewell,0,33,73,0.45,34,75,0,0,0,0,0,19,50,13,22,1,1,31,71,2,2,0,0,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Bantamweight Bout,2020-09-19,5715
168,Irwin Rivera,0,19,36,0.52,21,38,0,4,0,0,1,15,32,1,1,3,3,17,31,0,3,2,2,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Bantamweight Bout,2020-09-19,5715
169,Andre Ewell,0,35,97,0.36,35,97,0,0,0,0,0,24,76,9,19,2,2,35,95,0,2,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Bantamweight Bout,2020-09-19,5715
170,Irwin Rivera,0,21,61,0.34,21,61,0,3,0,0,0,9,42,3,10,9,9,21,61,0,0,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Bantamweight Bout,2020-09-19,5715
171,Andre Ewell,0,55,129,0.42,55,129,0,0,0,0,0,35,100,14,23,6,6,53,127,2,2,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Bantamweight Bout,2020-09-19,5715
172,Irwin Rivera,0,41,79,0.51,43,81,1,2,0.5,0,0,25,60,10,13,6,6,36,72,1,1,4,6,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Bantamweight Bout,2020-09-19,5715
173,Tyson Nam,0,20,48,0.41,20,48,0,0,0,0,0,11,34,7,12,2,2,17,45,3,3,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Bantamweight Bout,2020-09-19,5716
174,Jerome Rivera,0,28,76,0.36,29,77,0,0,0,0,0,9,43,1,10,18,23,27,75,1,1,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Bantamweight Bout,2020-09-19,5716
175,Tyson Nam,1,16,24,0.66,16,24,0,0,0,0,0,16,24,0,0,0,0,1,2,0,0,15,22,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Bantamweight Bout,2020-09-19,5716
176,Jerome Rivera,0,2,4,0.5,2,4,0,0,0,0,0,0,2,1,1,1,1,2,4,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Bantamweight Bout,2020-09-19,5716
177,Michelle Waterson,0,21,57,0.36,27,63,0,4,0,0,0,7,39,5,6,9,12,18,53,3,4,0,0,round 1,Decision - Split,5,5 Rnd (5-5-5-5-5),W,Women's Strawweight Bout,2020-09-12,5691
178,Angela Hill,0,26,56,0.46,30,60,0,0,0,0,0,14,44,11,11,1,1,20,49,6,7,0,0,round 1,Decision - Split,5,5 Rnd (5-5-5-5-5),L,Women's Strawweight Bout,2020-09-12,5691
179,Michelle Waterson,0,31,78,0.39,33,80,0,5,0,0,0,16,56,9,16,6,6,25,72,6,6,0,0,round 2,Decision - Split,5,5 Rnd (5-5-5-5-5),W,Women's Strawweight Bout,2020-09-12,5691
180,Angela Hill,0,33,62,0.53,35,64,0,0,0,0,0,20,47,12,14,1,1,28,56,5,6,0,0,round 2,Decision - Split,5,5 Rnd (5-5-5-5-5),L,Women's Strawweight Bout,2020-09-12,5691
181,Michelle Waterson,0,13,34,0.38,36,60,1,1,1,0,0,9,30,3,3,1,1,8,27,0,0,5,7,round 3,Decision - Split,5,5 Rnd (5-5-5-5-5),W,Women's Strawweight Bout,2020-09-12,5691
182,Angela Hill,0,11,22,0.5,18,29,0,0,0,0,0,9,19,2,3,0,0,10,21,0,0,1,1,round 3,Decision - Split,5,5 Rnd (5-5-5-5-5),L,Women's Strawweight Bout,2020-09-12,5691
183,Michelle Waterson,0,26,58,0.44,29,61,0,5,0,0,0,14,40,9,12,3,6,24,54,2,4,0,0,round 4,Decision - Split,5,5 Rnd (5-5-5-5-5),W,Women's Strawweight Bout,2020-09-12,5691
184,Angela Hill,0,22,46,0.47,24,50,0,0,0,0,0,13,32,8,13,1,1,18,41,4,5,0,0,round 4,Decision - Split,5,5 Rnd (5-5-5-5-5),L,Women's Strawweight Bout,2020-09-12,5691
185,Michelle Waterson,0,37,97,0.38,37,97,0,3,0,0,0,19,69,14,22,4,6,35,94,2,3,0,0,round 5,Decision - Split,5,5 Rnd (5-5-5-5-5),W,Women's Strawweight Bout,2020-09-12,5691
186,Angela Hill,0,39,75,0.52,39,75,0,0,0,0,0,26,52,12,22,1,1,29,64,10,11,0,0,round 5,Decision - Split,5,5 Rnd (5-5-5-5-5),L,Women's Strawweight Bout,2020-09-12,5691
187,Ottman Azaitar,0,16,22,0.72,16,22,0,0,0,0,0,12,18,4,4,0,0,3,5,6,10,7,7,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Lightweight Bout,2020-09-12,5692
188,Khama Worthy,0,1,9,0.11,1,9,0,0,0,0,0,0,5,1,2,0,2,1,8,0,1,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Lightweight Bout,2020-09-12,5692
189,Roxanne Modafferi,0,12,27,0.44,54,80,1,2,0.5,0,0,11,26,1,1,0,0,9,24,0,0,3,3,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Flyweight Bout,2020-09-12,5693
190,Andrea Lee,0,14,33,0.42,21,40,1,2,0.5,0,1,3,20,5,6,6,7,10,28,2,3,2,2,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Flyweight Bout,2020-09-12,5693
191,Roxanne Modafferi,0,29,83,0.34,30,90,1,3,0.33,0,0,28,81,0,1,1,1,29,82,0,1,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Flyweight Bout,2020-09-12,5693
192,Andrea Lee,0,55,94,0.58,62,101,2,2,1,0,0,35,71,12,15,8,8,52,89,2,4,1,1,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Flyweight Bout,2020-09-12,5693
193,Roxanne Modafferi,0,19,59,0.32,45,97,2,2,1,0,0,17,55,1,3,1,1,19,59,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Flyweight Bout,2020-09-12,5693
194,Andrea Lee,0,28,62,0.45,35,69,0,0,0,0,1,12,37,6,15,10,10,27,61,1,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Flyweight Bout,2020-09-12,5693
195,Ed Herman,0,21,37,0.56,26,42,0,0,0,0,0,10,23,5,7,6,7,12,24,9,13,0,0,round 1,Submission,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2020-09-12,5694
196,Mike Rodriguez,0,31,49,0.63,38,56,0,0,0,0,0,9,18,9,15,13,16,20,36,11,13,0,0,round 1,Submission,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2020-09-12,5694
197,Ed Herman,0,18,32,0.56,23,37,1,2,0.5,0,0,4,15,10,13,4,4,7,16,11,15,0,1,round 2,Submission,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2020-09-12,5694
198,Mike Rodriguez,2,24,31,0.77,37,44,0,1,0,0,0,7,13,15,16,2,2,12,16,10,10,2,5,round 2,Submission,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2020-09-12,5694
199,Ed Herman,0,1,4,0.25,2,5,1,2,0.5,1,1,0,3,1,1,0,0,0,3,1,1,0,0,round 3,Submission,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2020-09-12,5694
200,Mike Rodriguez,0,34,44,0.77,39,49,0,0,0,0,0,26,35,6,6,2,3,2,3,27,32,5,9,round 3,Submission,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2020-09-12,5694
201,Bobby Green,0,16,20,0.8,35,41,2,3,0.66,0,0,6,10,10,10,0,0,2,2,10,10,4,8,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2020-09-12,5695
202,Alan Patrick,0,2,4,0.5,8,10,0,3,0,0,0,1,3,1,1,0,0,1,3,0,0,1,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2020-09-12,5695
203,Bobby Green,0,15,28,0.53,32,46,1,1,1,0,0,13,25,2,3,0,0,9,20,2,3,4,5,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2020-09-12,5695
204,Alan Patrick,0,8,30,0.26,20,43,0,2,0,0,0,2,20,2,6,4,4,8,30,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2020-09-12,5695
205,Bobby Green,0,30,47,0.63,42,62,1,2,0.5,0,0,22,39,6,6,2,2,24,41,5,5,1,1,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2020-09-12,5695
206,Alan Patrick,0,9,35,0.25,10,36,1,1,1,0,0,5,27,4,8,0,0,9,35,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2020-09-12,5695
207,Billy Quarantillo,0,33,60,0.55,58,87,1,1,1,0,0,18,43,7,9,8,8,31,58,2,2,0,0,round 1,KO/TKO,3,3 Rnd (5-5-5),W,Featherweight Bout,2020-09-12,5696
208,Kyle Nelson,0,25,59,0.42,28,62,0,2,0,0,0,16,47,8,11,1,1,22,52,3,7,0,0,round 1,KO/TKO,3,3 Rnd (5-5-5),L,Featherweight Bout,2020-09-12,5696
209,Billy Quarantillo,0,43,85,0.5,51,93,1,5,0.2,0,0,31,69,8,12,4,4,35,74,8,11,0,0,round 2,KO/TKO,3,3 Rnd (5-5-5),W,Featherweight Bout,2020-09-12,5696
210,Kyle Nelson,0,29,53,0.54,32,56,0,2,0,0,0,23,43,5,9,1,1,19,41,7,9,3,3,round 2,KO/TKO,3,3 Rnd (5-5-5),L,Featherweight Bout,2020-09-12,5696
211,Billy Quarantillo,1,3,5,0.6,3,5,0,0,0,0,0,3,5,0,0,0,0,3,4,0,0,0,1,round 3,KO/TKO,3,3 Rnd (5-5-5),W,Featherweight Bout,2020-09-12,5696
212,Kyle Nelson,0,2,2,1,2,2,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,round 3,KO/TKO,3,3 Rnd (5-5-5),L,Featherweight Bout,2020-09-12,5696
213,Julia Avila,0,13,29,0.44,19,37,1,1,1,0,0,10,24,1,3,2,2,11,26,1,2,1,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2020-09-12,5697
214,Sijara Eubanks,0,13,34,0.38,15,36,1,2,0.5,0,1,11,30,2,4,0,0,7,23,0,0,6,11,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2020-09-12,5697
215,Julia Avila,0,13,33,0.39,31,54,0,0,0,0,0,10,30,2,2,1,1,13,33,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2020-09-12,5697
216,Sijara Eubanks,0,17,34,0.5,44,67,1,1,1,3,0,15,32,2,2,0,0,9,20,0,0,8,14,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2020-09-12,5697
217,Julia Avila,0,8,25,0.32,16,37,0,0,0,0,0,6,22,1,2,1,1,8,24,0,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2020-09-12,5697
218,Sijara Eubanks,0,23,39,0.58,48,68,1,4,0.25,0,0,20,36,3,3,0,0,9,22,0,1,14,16,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2020-09-12,5697
219,Roosevelt Roberts,0,2,5,0.4,2,5,0,1,0,0,0,2,4,0,0,0,1,2,5,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Lightweight Bout,2020-09-12,5698
220,Kevin Croom,1,5,6,0.83,5,6,0,0,0,1,0,2,2,1,2,2,2,4,5,0,0,1,1,round 1,Submission,1,3 Rnd (5-5-5),W,Lightweight Bout,2020-09-12,5698
221,Alexandr Romanov,0,33,87,0.37,37,99,3,3,1,1,0,30,84,3,3,0,0,2,2,1,1,30,84,round 1,Submission,2,3 Rnd (5-5-5),W,Heavyweight Bout,2020-09-12,5699
222,Roque Martinez,0,4,7,0.57,17,21,0,0,0,0,0,1,4,0,0,3,3,3,4,1,2,0,1,round 1,Submission,2,3 Rnd (5-5-5),L,Heavyweight Bout,2020-09-12,5699
223,Alexandr Romanov,0,22,60,0.36,23,61,1,1,1,1,0,17,55,5,5,0,0,2,3,0,0,20,57,round 2,Submission,2,3 Rnd (5-5-5),W,Heavyweight Bout,2020-09-12,5699
224,Roque Martinez,0,3,8,0.37,12,20,0,0,0,0,0,2,6,0,0,1,2,3,8,0,0,0,0,round 2,Submission,2,3 Rnd (5-5-5),L,Heavyweight Bout,2020-09-12,5699
225,Brok Weaver,0,29,39,0.74,31,42,1,4,0.25,0,1,6,11,5,9,18,19,26,35,1,2,2,2,round 1,Submission,2,3 Rnd (5-5-5),L,Catch Weight Bout,2020-09-12,5700
226,Jalin Turner,1,35,75,0.46,36,76,0,0,0,0,0,21,58,8,11,6,6,26,63,2,3,7,9,round 1,Submission,2,3 Rnd (5-5-5),W,Catch Weight Bout,2020-09-12,5700
227,Brok Weaver,0,27,41,0.65,29,43,0,2,0,0,0,11,23,9,10,7,8,22,35,5,6,0,0,round 2,Submission,2,3 Rnd (5-5-5),L,Catch Weight Bout,2020-09-12,5700
228,Jalin Turner,1,31,77,0.4,34,80,1,1,1,1,0,21,65,9,11,1,1,21,60,4,6,6,11,round 2,Submission,2,3 Rnd (5-5-5),W,Catch Weight Bout,2020-09-12,5700
229,Bryan Barberena,0,16,29,0.55,82,100,0,0,0,0,0,11,22,4,5,1,2,9,21,6,7,1,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2020-09-12,5701
230,Anthony Ivy,0,7,17,0.41,13,26,2,7,0.28,0,0,4,14,3,3,0,0,2,10,4,6,1,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2020-09-12,5701
231,Bryan Barberena,0,30,62,0.48,48,83,0,1,0,0,0,23,55,4,4,3,3,19,39,9,19,2,4,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2020-09-12,5701
232,Anthony Ivy,0,17,36,0.47,20,39,0,6,0,0,0,14,32,3,4,0,0,12,28,5,8,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2020-09-12,5701
233,Bryan Barberena,0,17,35,0.48,45,67,0,0,0,2,0,15,33,2,2,0,0,12,29,3,4,2,2,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2020-09-12,5701
234,Anthony Ivy,0,12,31,0.38,21,40,3,11,0.27,0,0,8,26,4,5,0,0,5,15,2,7,5,9,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2020-09-12,5701
235,Sabina Mazo,0,37,85,0.43,37,85,0,0,0,0,0,8,46,12,16,17,23,37,85,0,0,0,0,round 1,Submission,3,3 Rnd (5-5-5),W,Women's Flyweight Bout,2020-09-12,5702
236,Justine Kish,0,34,72,0.47,35,74,1,1,1,0,0,6,36,3,8,25,28,33,69,0,0,1,3,round 1,Submission,3,3 Rnd (5-5-5),L,Women's Flyweight Bout,2020-09-12,5702
237,Sabina Mazo,0,42,88,0.47,42,88,0,0,0,0,0,13,48,9,13,20,27,38,84,4,4,0,0,round 2,Submission,3,3 Rnd (5-5-5),W,Women's Flyweight Bout,2020-09-12,5702
238,Justine Kish,0,28,67,0.41,28,67,0,2,0,0,0,9,37,11,18,8,12,24,61,4,6,0,0,round 2,Submission,3,3 Rnd (5-5-5),L,Women's Flyweight Bout,2020-09-12,5702
239,Sabina Mazo,1,52,102,0.5,52,102,0,0,0,1,0,24,64,6,9,22,29,48,95,4,6,0,1,round 3,Submission,3,3 Rnd (5-5-5),W,Women's Flyweight Bout,2020-09-12,5702
240,Justine Kish,0,31,71,0.43,31,71,0,0,0,0,0,10,45,9,12,12,14,31,69,0,2,0,0,round 3,Submission,3,3 Rnd (5-5-5),L,Women's Flyweight Bout,2020-09-12,5702
241,Alistair Overeem,0,11,18,0.61,12,19,0,0,0,0,0,2,9,6,6,3,3,6,13,5,5,0,0,round 1,KO/TKO,5,5 Rnd (5-5-5-5-5),W,Heavyweight Bout,2020-09-05,5684
242,Augusto Sakai,0,22,36,0.61,24,38,0,0,0,0,0,13,23,8,12,1,1,14,27,8,9,0,0,round 1,KO/TKO,5,5 Rnd (5-5-5-5-5),L,Heavyweight Bout,2020-09-05,5684
243,Alistair Overeem,0,13,16,0.81,14,17,0,0,0,0,0,5,7,7,7,1,2,4,7,9,9,0,0,round 2,KO/TKO,5,5 Rnd (5-5-5-5-5),W,Heavyweight Bout,2020-09-05,5684
244,Augusto Sakai,0,24,40,0.6,28,44,0,0,0,0,0,12,24,11,15,1,1,10,22,14,18,0,0,round 2,KO/TKO,5,5 Rnd (5-5-5-5-5),L,Heavyweight Bout,2020-09-05,5684
245,Alistair Overeem,0,23,27,0.85,26,31,1,1,1,0,0,10,14,9,9,4,4,11,14,2,2,10,11,round 3,KO/TKO,5,5 Rnd (5-5-5-5-5),W,Heavyweight Bout,2020-09-05,5684
246,Augusto Sakai,0,34,54,0.62,48,69,0,0,0,0,0,27,47,4,4,3,3,21,37,11,14,2,3,round 3,KO/TKO,5,5 Rnd (5-5-5-5-5),L,Heavyweight Bout,2020-09-05,5684
247,Alistair Overeem,0,40,48,0.83,49,59,1,1,1,0,0,31,38,8,9,1,1,7,9,0,0,33,39,round 4,KO/TKO,5,5 Rnd (5-5-5-5-5),W,Heavyweight Bout,2020-09-05,5684
248,Augusto Sakai,0,19,43,0.44,20,45,0,0,0,0,0,14,36,2,3,3,4,17,41,2,2,0,0,round 4,KO/TKO,5,5 Rnd (5-5-5-5-5),L,Heavyweight Bout,2020-09-05,5684
249,Alistair Overeem,0,5,5,1,5,5,1,1,1,0,0,5,5,0,0,0,0,0,0,0,0,5,5,round 5,KO/TKO,5,5 Rnd (5-5-5-5-5),W,Heavyweight Bout,2020-09-05,5684
250,Augusto Sakai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,round 5,KO/TKO,5,5 Rnd (5-5-5-5-5),L,Heavyweight Bout,2020-09-05,5684
251,Ovince Saint Preux,0,13,42,0.3,13,42,0,0,0,0,0,7,25,6,16,0,1,13,42,0,0,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Light Heavyweight Bout,2020-09-05,5685
252,Alonzo Menifield,0,11,23,0.47,13,26,0,2,0,0,0,9,19,1,3,1,1,10,22,1,1,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Light Heavyweight Bout,2020-09-05,5685
